店铺名称,页面id,类别,品牌名称,品牌id,品牌logo,评分,平均价格,最低价格,所属地区,地区Id,纬度,经度,详细地址,楼层,地铁站id,停车信息,优惠套餐情况,营业时间,联系电话,累计售出份数,餐厅简介,特色菜,是否小吃,有无外卖,上周订单数,历史订单数,wifi,支持预定
尊宝比萨(国贸店),68350,披萨,尊宝比萨,23791,http://p0.meituan.net/poi/8af8b0c187740afe5d18138d1d96d44069386.png,4.3,32,21,国贸大道,5312,20.02837,110.32438,龙华区国贸大道16号金福城小区C座二楼,2,,,21元精彩单人餐，40元超值单人餐，56元榴莲比萨，59元精彩双人餐，63元超值双人餐，72元超多榴莲双人餐，79元欢乐家庭餐;,周一至周日 09:30-21:30,0898-66503598,19997,尊宝比萨在海口共有7家分店，这里做的是海口最正宗的比萨，有19不同口味。尊宝以其地道的烘焙手法赢得众多消费者的亲睐。尊宝比萨本着以消费者为主的理念，不断创新产品，完善服务机制，为消费者提供经济实惠的产品和贴心的服务。,,False,1,43,19997,True,False
华莱士·全鸡汉堡(宗恒店NO2),95498,西式快餐/汉堡,华莱士,26189,http://p0.meituan.net/poi/40b78b9357bc226b82ad406d2d4ae43429705.png,4.1,14,8.9,高铁东站/龙昆南,5315,20.00199,110.36298,琼山区琼州大道53号,,,免费提供5个停车位,8.9元鸡米花，12.9元单人套餐1，12.9元单人套餐2，13.9元小吃套餐2，13.9元小吃套餐1，19元单人餐，22元薯条，22.9元双人套餐，28.9元双人餐，32元双人餐，33.9元豪华炸鸡桶，40.8元双堡炸鸡桶;,周一至周日 08:00-22:00,0898-65857127/13379897127,19967,仅6.4折，即享华莱士炸鸡汉堡单人套餐,,False,1,25,19967,True,False
叁宫六苑老火锅(远大店),113612079,四川火锅,,0,,4.6,71,85,滨海大道东段,5314,20.047705,110.191065,秀英区长滨四路7号远大购物中心5楼,5,,,双人餐99元起，4人餐198元;85代100元;,周一至周日 11:00-14:30 17:00-22:00,0898-68717330,19900,,,False,0,248,19900,False,False
淘米·鹅公馆(名门广场店),186244728,海南菜,,0,,5,56,89.9,名门广场,5313,20.022667,110.351538,美兰区蓝天路31号名门广场北区第五层E209号商铺,5,,,2-3人餐89.9元，双人餐108元，2-3人餐159.9元，3-4人餐169.9元，4-6人餐219.9元，6-8人餐339.9元;90代100元;,周一至周日 10:00-22:30,0898-32195442,19839,,,False,1,239,19839,False,False
阿浪海鲜(丁村万人海鲜广场霸王岭店),157204239,海鲜,,0,,5,87,3,吾悦广场,5312,19.971427,110.34253,龙华区迎宾大道丁村万人海鲜广场霸王岭8号,,,,9.5折（买单立享）;单人餐3元起，双人餐188元起，2-3人餐288元，3-4人餐488元，5-6人餐538元，5-6人餐688元，8-10人餐758元，10人餐1088元，10-12人餐1588元，10-12人餐1688元;8代10元，17代20元，90代100元;,周一至周日 10:00-23:00,18889674335/15103667289,19628,,,False,0,186,19628,False,False
壹加壹饺子(名门店),2398335,饺子,,0,,3.7,41,95,名门广场,5313,20.023252,110.352337,美兰区蓝天路名门广场5楼E207,5,,,双人餐128元;95代100元;,周一至周日 10:00-22:00,0898-65334581,19129,2012年11月17日，在众多椰城人的瞩目下，壹加壹餐饮连锁机构旗下的又一分店——蓝天路名门店隆重开业了，是壹加壹品牌首家进驻商场的店面，为壹加壹今后稳步打开商场积累更多经验。名门店的主题是“小资在线”，为人们在工作之余、游玩购物之后提供一个舒适优雅的饮食环境和高品质服务。采用了最新的点菜方式——平板电脑点餐，让客人们深切的感受到时尚的气息。同时，名门店将继续传承壹加壹“用我们的产品让人们生活更健康、更幸福”这一企业发展之魂，给顾客提供绿色营养、健康的美食。美味的海鲜饺子，时尚的东北菜和创意菜，壹加壹“小资在线”欢迎您来体验实惠的小资情调。,,False,1,14,19129,True,False
联记茶餐厅(群上路店),1155740597,茶餐厅,,0,,5,20,4.9,白龙路沿线,5313,20.022325,110.368844,美兰区群上路22号群上广场一层（美舍河群上湿地公园）,,,,4.9元特色饮品，9.8元正宗抱罗粉，13.9元下午茶套餐，19.9元炸鸡腿饭套餐;,周一至周日 07:00-23:00,0898-66251181/18976661966,19048,,,False,1,599,19048,False,False
匠子烤鱼(鹏晖店),90483434,烤鱼,匠子烤鱼,2699714,http://p0.meituan.net/poi/a60aaeb6e15861760710694484fa4a9a55005.png,5,73,99,海甸岛,5313,20.057552,110.349425,美兰区海甸岛和平大道鹏辉购物广场四层,4,,,99代110元;,周一至周日 11:00-15:00 17:00-21:00,0898-66296653,19040,,,False,1,71,19040,False,False
咱外婆家的菜(万达店),161840548,融合菜,,0,,5,43,92.9,万达广场,5314,19.980005,110.278566,秀英区海榆中线万达广场3楼,3,,,92.9代100元;,周一至周日 11:00-14:00 17:00-21:00,0898-65359613,19002,,,False,1,104,19002,False,False
夏威夷自助餐厅(海甸岛店),190796340,自助海鲜,,0,,3.6,71,68,海甸岛,5313,20.062154,110.328003,美兰区海甸五西路30号南国超市4楼,4,,,单人午餐68元，单人晚餐78元，[4]人午餐264元，[4]人晚餐304元，[5]人午餐325元，[5]人晚餐375元，[6]人午餐384元，[6]人晚餐444元，[8]人午餐496元，[6]人晚餐576元，[10]人午餐600元，[10]人晚餐700元;,周一至周日 11:30-14:00 17:30-21:00,0898-66292917/19989824618,18787,,,False,0,227,18787,False,False
围炉海鲜烤肉自助(万达广场店),193782517,综合自助,,0,,4,73,61.9,万达广场,5314,19.978527,110.277967,秀英区万达广场3楼,3,,,单人晚餐61.9元，单人午餐61.9元，单人晚餐65.9元，单人午餐71.9元，单人晚餐71.9元，单人晚餐75.9元;,周一至周日 11:00-21:30,0898-68641767,18670,,,False,0,125,18670,False,False
CoCo都可(远大店),163980040,奶茶/果汁,CoCo都可,48791,http://p1.meituan.net/poi/28a4067295b8bd72fd3fa0b1628c121236345.png,5,13,8.55,滨海大道东段,5314,20.047727,110.190792,秀英区长滨西四街7号远大购物中心一楼,1,,,8.5元芒果绿茶，9.5元珍珠奶茶，10.4元鲜芋奶茶，20.8元美式咖啡(L)，24元莓莓果茶大杯，25.2元金桔柠檬汁大杯，25.5元珍珠奶茶中杯，25.5元焦糖奶茶中杯，27元鲜芋芋圆牛奶中杯，27元鲜芋青稞牛奶中杯，28元鲜芋奶茶中杯，28元青稞奶茶中杯，28.8元拿铁咖啡(L)，30.6元双拼奶茶大杯，32元拿铁咖啡(L)，33.1元奶茶三兄弟大杯，40.8元鲜百香双响炮大杯;60代70元;,周一至周日 10:00-22:00,18789756082,18658,,,False,1,146,18658,False,False
颜知茶也(大龙翻印店),181416621,奶茶/果汁,,0,,5,16,9.9,国兴大道/省政府,5312,20.020764,110.350906,美兰区大英山西二街2号（大龙翻印楼下）,,,,9.9元桂影朦胧，9.9元百里凝香，11.8元乌龙沐雪，11.8元四季春颜，11.8元广寒露，11.9元颜知茶也仲夏仙果茶，13.8元锡兰晴雪;,周一至周日 10:00-23:30,19946699597,18517,,,False,1,142,18517,False,False
咱外婆家的菜(日月广场店),179950280,融合菜,,0,,5,46,92.9,日月广场,5315,20.015452,110.350348,琼山区国兴大道8号海航日月广场C01-4号-302（白羊座3楼）,3,,,92.9代100元;,周一至周日 11:00-14:00 17:00-21:00,0898-65889713,18476,,,False,1,178,18476,False,False
HiTea海茶(美苑店),160161499,奶茶/果汁,,0,,5,12,3.99,美兰区,5313,20.030192,110.371623,美兰区美苑路59-9号（自游岛酒店内）,,,,3.9元新店特惠二选一，7.9元招牌三选一，7.9元招牌三选一，8.9元招牌柠檬三选一，9.9元〔海茶招牌〕海盐草莓，9.9元招牌特饮二选一，9.9元海盐葡萄，9.9元芒芒波波椰奶二选一，9.9元蜜桃多肉波波，9.9元续命维C鲜橙，9.9元暖冬，10.8元续命莓莓酸奶二选一，10.8元爆款五选一，11.8元盒子蛋糕3选1;16代20元;,周一至周日 09:00-01:00,17886706860/18289206822,18463,,,False,1,247,18463,False,False
匠子烤鱼(万达店),139411600,烤鱼,匠子烤鱼,2699714,http://p0.meituan.net/poi/a60aaeb6e15861760710694484fa4a9a55005.png,4.8,71,99,万达广场,5314,19.979412,110.278549,秀英区秀英大道万达广场室内步行街3层3017号铺面,3,,,99代110元;,周一至周日 11:00-14:00 17:00-21:00,18889512101/13518050549,18392,,,False,1,66,18392,False,False
楊銘宇黄燜鷄米饭(南亚广场店),50673555,黄焖鸡,,0,,4,14,12.9,南亚广场,5313,20.03154,110.35099,美兰区和平路56-3号,,,免费提供3个停车位,12.9元单人黄焖鸡套餐，17.9元双人黄焖鸡套餐;,周一至周日 09:00-21:00,13648616858,18362,,,False,0,0,18362,True,False
龙泉人椰子鸡(迎宾店),40563053,海南菜,,0,,3.6,67,88,龙昆南路,5312,20.006837,110.338916,龙华区龙昆南路82-9号（龙泉家园门口）,,,免费提供50个停车位,88代100元;,周一至周日 07:00-14:00 17:00-21:00,0898-66537403,18332,,,False,1,71,18332,True,False
四川小胡子海鲜香水湾3号(丁村万人海鲜广场日月湾3号店),157223961,海鲜,,0,,4.8,86,17,丁村万人海鲜广场,5312,19.971797,110.343471,龙华区香水湾3号，曰月湾3号（近习鼎阁海鲜酒楼）（近习鼎阁海鲜酒楼）,,,,9.5折，满100减8（买单立享）;双人餐218元起，3-4人餐388元，4-5人餐488元，5-6人餐588元，6人餐688元，6-7人餐788元，8-10人餐988元，10人餐1188元，12-15人餐1688元，13-15人餐1988元;17代20元，88代100元;,周一至周日 10:00-22:00,13876064966,18123,,,False,0,473,18123,True,False
巴蜀大将火锅(上邦百汇城店),178786422,四川火锅,,0,,3.8,71,9.9,上邦百汇城,5312,20.020704,110.322985,龙华区上邦百汇城3号楼2层（精功眼镜楼上）（靠近欢乐故事游戏厅）,2,,,双人餐148元，4人餐268元，6-8人餐388元;9.9代50元，88代100元;,周一至周日 11:00-22:30,0898-68571945,18100,,,False,1,144,18100,False,False
华莱士·全鸡汉堡(西站金海店),92216957,西式快餐/汉堡,华莱士,26189,http://p0.meituan.net/poi/40b78b9357bc226b82ad406d2d4ae43429705.png,4.8,28,6.9,西站,5314,20.013459,110.288999,秀英区海秀西路金海大厦新乐迪旁,,,,6.9元黑椒鸡块，9.9元鸡肉卷，10元4串骨肉相连，11.9元鸡块小薯鸡米花，12.2元半只脆皮鸡+中可，12.9元时尚简约，12.9元辣翅鸡米花鸡块，13元香辣鸡腿堡，14元牛肉堡骨肉相连餐，26.9元双人套餐，32.9元六一双人餐，50元鸡肉卷紫薯饼套餐，53.9元欢聚四人套餐;,周一至周日 09:30-01:00,0898-68632779,18028,,,False,1,46,18028,False,False
HiTea海茶(海秀店),162193307,奶茶/果汁,,0,,5,14,3.99,亿圣和广场,5313,20.024039,110.336446,美兰区海秀东路36号自由岛酒店大门旁,,,,3.9元新店特惠二选一，7.9元招牌三选一，7.9元招牌三选一，8.9元招牌柠檬三选一，9.9元〔海茶招牌〕海盐草莓，9.9元招牌特饮二选一，9.9元海盐葡萄，9.9元芒芒波波椰奶二选一，9.9元蜜桃多肉波波，9.9元续命维C鲜橙，9.9元暖冬，10.8元续命莓莓酸奶二选一，10.8元爆款五选一，11.8元盒子蛋糕3选1;16代20元;,周一至周日 09:00-01:00,18876741219/13322035755,17856,,,False,1,175,17856,False,False
龙泉人椰子鸡汤(海甸岛店),72024511,海南菜,,0,,3.6,67,88,海甸岛,5313,20.05489,110.341029,美兰区人民大道25号景业广场二楼,,,免费提供50个停车位,4人餐208元;88代100元;,周一至周日 09:00-21:00,0898-66168699,17827,,,False,1,53,17827,True,False
HiTea海茶(国贸店),164975106,奶茶/果汁,,0,,4.8,13,3.99,美源商业广场,5312,20.029089,110.322574,龙华区国贸北路36号,,,,3.9元新店特惠二选一，7.9元招牌三选一，7.9元招牌三选一，8.9元招牌柠檬三选一，9.9元〔海茶招牌〕海盐草莓，9.9元招牌特饮二选一，9.9元海盐葡萄，9.9元芒芒波波椰奶二选一，9.9元蜜桃多肉波波，9.9元续命维C鲜橙，9.9元暖冬，10.8元续命莓莓酸奶二选一，10.8元爆款五选一，11.8元盒子蛋糕3选1;16代20元;,周一至周日 08:00-24:00,18289957195,17814,,,False,1,291,17814,False,False
草原地道碳烤羊腿,5358988,烤羊腿,,0,,4,61,148,海南工商学院周边,5315,20.006509,110.369858,琼山区红城湖路攀丹古村美食广场旁,,,商家服务：免费提供20个停车位,2-3人餐148元，3-4人餐158元，5-6人餐188元，5-6人餐198元，6-8人餐348元;,周一至周日 17:30-02:30,13876090804,17765,,,False,0,74,17765,False,False
匠子烤鱼(海甸城店),109427476,烤鱼,匠子烤鱼,2699714,http://p0.meituan.net/poi/a60aaeb6e15861760710694484fa4a9a55005.png,5,75,99,海甸岛,5313,20.049135,110.343228,美兰区海甸二东路海甸城四楼,4,,,99代110元;,周一至周日 11:00-14:00 17:00-21:00,0898-66263811,17677,,,False,1,75,17677,False,False
普洛旺斯餐厅(望海店),1434619,牛排,普洛旺斯餐厅,624462,,4.6,135,95,望海国际广场,5313,20.030563,110.344934,美兰区海秀路6号望海国际广场6楼,6,,停车位收费标准：与商家沟通,95代100元;,周一至周日 11:30-21:00,0898-66529366/66529383,17472,就象期待已久的故事有了下集，普洛旺斯餐厅经过历练之后，在望海国际广场的六楼，继续延续她的经典性格，在精美的音乐声中，纯正的欧洲风情优质呈现，精致、低调中，透露出神秘的奢华…普洛旺斯餐厅，仍如它源自的品牌慕得（Mood）一般，不论大到整体环境，还是小到食物的器皿，精细到烹饪细节，都将一切来自于法国的性格完整地保留了下来。,,False,0,97,17472,True,False
永和豆浆(龙华店),6081939,快餐简餐,永和豆浆,895885,http://p1.meituan.net/poi/b285bc3ac04dccd3d0d211af8b88aeea48784.png,3.5,23,17.6,龙昆北路,5312,20.03036,110.33321,龙华区龙华路50号汇丰大厦1层,1,,免费停车,21.8元单人超值套餐，22.8元超值下午茶套餐，33.9元白领精选套餐饭;17.6代20元;,周一至周日 07:30-23:30,0898-66522252,17418,永和豆浆”品牌具有独特性和不可复制性。我们秉承“种、产、销一体化”的经营理念，**程度保证食品安全和优良品质。永和食品（中国）的产品原料均选用东北三江平原的非转基因大豆；生产过程中，采用16道精制工艺，只甄选43%的大豆精华，并通过一套完整严格的质检体系，层层把关，批批抽检；销售渠道方面，通过各大超市卖场，以及永和豆浆连锁门店，为消费者提供触手可及的便捷和营养。在保证产品品质的同时，永和豆浆还不断推陈出新，产品系列丰富，为消费者提供多样化的选择。 永和豆浆的产品远销海外，出口美国、日本、英国、加拿大，并获得当地民众的欢迎，永和豆浆致力于打造“西方牛奶，中国豆浆”的愿景，用品质承诺客户，打造走向世界的中国品牌。,,False,1,38,17418,True,False
龙泉人椰子鸡汤(龙泉花园店),169113967,海南菜,,0,,3.6,71,85,人民公园,5312,20.031631,110.343224,龙华区海秀东路望海国际广场正门对面龙泉花园酒店1楼,,,,2-3人餐118元，4人餐158元，6人餐258元;85代100元;,周一至周日 11:00-14:00 16:30-21:30,13637591251,17294,,,False,1,177,17294,False,False
57℃湘料理海鲜铁板烧(望海店),117183469,融合菜,,0,,4.8,84,25,望海国际广场,5313,20.031259,110.344883,美兰区海秀东路望海国际广场6楼,6,,,9.5折，满100减10（买单立享）;双人餐28.8元起，单人餐58元起，2-3人餐158元，3人餐287元，2-3人餐388元，4-5人餐588元，4-6人餐750元，8-10人餐878元，10人餐998元;25代50元，88代100元;,"周一至周五 11:00-14:30 17:00-21:00  周六,周日 11:00-16:00 17:00-21:30",0898-65766663/15861460070,17291,,,False,1,130,17291,False,False
海口喜来登椰风全日西餐厅,1178924,综合自助,,0,,4.1,143,80,假日海滩/西海岸,5314,20.051936,110.215054,秀英区滨海大道136号海口喜来登酒店1楼,,,,单人餐98元起，其他108元，单人晚餐188元，单人晚餐228元，双人晚餐318元，双人晚餐388元，单人晚餐688元;80代100元;,周一至周日 07:00-23:00,0898-68708888,17239,,,False,0,52,17239,True,False
鹅公馆(城西店),160375564,其他中餐,,0,,5,61,90,城西/学院路,5312,19.985058,110.332538,龙华区学院路城西商业广场38-39号（医学院北门对面）,,,,2-3人餐99.9元，3-4人餐169.9元，4-6人餐219.9元，6-8人餐339.9元;90代100元;,周一至周日 09:30-22:30,0898-66989835,17131,,,False,0,61,17131,False,False
大岗仙庙烧鸡店,135429858,顺德菜,大岗仙庙烧鸡,2880488,http://p0.meituan.net/poi/451670538b057e755d1bf0ac7b2c643a18369.png,4.3,43,50,高铁东站/龙昆南,5315,19.983841,110.364754,琼山区海口琼山区振发横路10-1号,,,,2-3人餐83元，2-3人餐88元，4-5人餐298元;50代100元;,周一至周日 10:00-02:00,0898-65780336/17384605773,17095,,,False,1,44,17095,False,False
豪约客牛排(兴丹店),111878670,牛排,,0,,5,50,65,兴丹路,5315,20.010475,110.366715,琼山区兴丹路26号书香门第小区2楼（农业科学院对面）,,,,单人餐65元，双人餐128元，4人餐239元，6人餐369元，8人餐489元;142.5代150元;,周一至周日 10:30-22:30,0898-65333189,17062,,,False,1,86,17062,False,False
毛哥老鸭汤(府城忠介路店),91414049,汤锅,,0,,3.8,33,50,忠介路,5315,20.000122,110.353321,琼山区忠介路68号二楼,,,,双人餐58元起，2-3人餐75元，4人餐88元起，3-4人餐98元，4-5人餐99.8元，6人餐128元，8-10人餐280元，8-10人餐298元;50代100元;,周一至周日 10:00-23:00,0898-65363908/13322036988,16972,,,False,1,55,16972,True,False
麦栗工坊(国贸店),60151,栗子/干果,麦栗工坊,2884836,,4.1,23,45,金龙路,5312,20.02562,110.320502,龙华区玉沙路16-1号富国商业广场一楼工商银行旁（麦当劳前面）,1,,,45代50元;,周一至周日 08:30-23:00,0898-68535985,16655,海南庆佳味食品有限公司是一家集研发、加工、销售、连锁经营为一体的综合性绿色休闲食品企业。公司于2003年正式成立，总部坐落于海南国际旅游岛省会城市-海口市，主要经营干果类、炒货类、蜜饯类、肉制品类、糕点糖果类、果冻饮料类、素食类和礼盒补品类等特色绿色健康休闲食品。公司特色产品——'糖炒板栗'，选料上乘，运用独有传统配方现场炒制，使产品味道鲜美、风格别致，已成为休闲食品行业中的翘楚。,,False,1,3,16655,True,False
果木牛扒(友谊阳光城店),161108448,牛排,果木牛扒,2885333,,4.9,49,69,新友谊阳光城,5312,20.02325,110.323911,龙华区金龙路2号友谊阳光城6A,6A,,,单人餐69元起，单人餐69元起，双人餐188元，3人餐207元;89.9代100元;,周一至周日 11:30-14:00 17:30-21:00,0898-68557868,16536,,,False,0,35,16536,False,False
黎记琼海清补凉,95139590,小吃快餐,,0,,3.9,9,8.4,华海路,5312,20.022858,110.328066,龙华区华海路妇产科医院往家乐福方向100米左右（罗盟时尚酒店隔壁）,,,,8.8折（买单立享）;8.4元美味粗粮甜品，9.1元超值清补凉，10.8元超值绵绵冰，12.8元美味芒果肠粉，18.8元超值美味套餐;17代20元;,周一至周日 09:00-01:00,13807595520,16392,,,False,1,2,16392,True,False
CoCo都可(友谊阳光店),605561598,奶茶/果汁,,0,,5,13,8.55,新友谊阳光城,5312,20.023569,110.324229,龙华区海南省海口市龙华区金龙路2号友谊阳光城6032号铺位,,,,8.5元芒果绿茶，9.5元珍珠奶茶，10.4元鲜芋奶茶，20.8元美式咖啡(L)，24元莓莓果茶大杯，25.2元金桔柠檬汁大杯，25.5元珍珠奶茶中杯，25.5元焦糖奶茶中杯，27元鲜芋芋圆牛奶中杯，27元鲜芋青稞牛奶中杯，28元鲜芋奶茶中杯，28元青稞奶茶中杯，28.8元拿铁咖啡(L)，30.6元双拼奶茶大杯，32元拿铁咖啡(L)，33.1元奶茶三兄弟大杯，40.8元鲜百香双响炮大杯;60代70元;,周一至周日 10:00-22:00,13648663653,16373,,,False,0,248,16373,False,False
YOSO悦涻餐吧,171605995,西式简餐,,0,,5,112,32.9,高铁东站/龙昆南,5315,19.992253,110.360022,琼山区三峰里169号（悦涻品宿酒店一层）,,,,32.9元于悦单人下午茶，双人餐198元，3-5人餐288元;90代100元;,周一至周日 12:00-22:30,0898-65659099/13876744872,16365,,,False,0,65,16365,False,False
蛋壳披萨(海口总店),95964538,披萨,蛋壳披萨,2884122,,5,32,20,海甸岛,5313,20.062125,110.328315,美兰区海甸五西路南国超市一楼B-10铺面,,,,单人餐20元起，双人餐52元;88代100元;,周一至周日 09:00-21:00,0898-66279432,16160,,,False,1,63,16160,True,False
筑下栖食(城西店),190140860,海南菜,,0,,5,51,25,龙昆南路,5312,19.993303,110.340203,龙华区龙华区城西路1号（栖酒店一楼）,,,,单人餐25元起，3人餐33元;90代100元;,周一至周日 07:30-21:00,0898-68555039,16075,,,False,0,150,16075,False,False
府上烤鱼(朱云店),1731635231,烤鱼,,0,,5,46,9.9,高登街,5315,19.995446,110.351315,琼山区朱云路朱云恩公寓2楼,,,,双人餐69.9元，3-4人餐79.9元，4-6人餐99.9元，6-8人餐179.9元;9.9代20元，88代100元;,周一至周日 11:00-04:00,0898-65813836,16074,,,False,0,591,16074,False,False
华莱士·全鸡汉堡(玉沙店),159265206,西式快餐/汉堡,华莱士,26189,http://p0.meituan.net/poi/40b78b9357bc226b82ad406d2d4ae43429705.png,5,16,8.9,玉沙路,5312,20.024202,110.320267,龙华区玉沙路11号（中盐大厦一楼）,,,,8.9元鸡米花，12.9元单人套餐1，12.9元单人套餐2，13.9元小吃套餐2，13.9元小吃套餐1，19元单人餐，22元薯条，22.9元双人套餐，28.9元双人餐，32元双人餐，33.9元豪华炸鸡桶，40.8元双堡炸鸡桶;,周一至周日 09:00-01:00,0898-68574367,16045,,,False,1,73,16045,False,False
围炉海鲜烤肉自助(吾悦广场店),1993096809,综合自助,,0,,4.4,70,61.9,吾悦广场,5312,19.976959,110.339539,龙华区吾悦广场4楼,4楼,,,单人晚餐61.9元，单人午餐61.9元，单人晚餐65.9元，单人午餐71.9元，单人晚餐71.9元，单人晚餐75.9元;,周一至周日 11:00-21:00,0898-66835884,15910,,,False,0,353,15910,False,False
椰语堂(中山骑楼店),6770399,面包甜点,椰语堂,667807,,4.5,24,13.8,滨海大道东段,5314,20.043489,110.343475,龙华区中山路骑楼老街50-2号,,,,13.8元椰子很芒，15.8元椰奶冰冰清补凉;,周一至周日 10:00-23:00,0898-31859881,15896,椰语堂专门开发海南热带原生态特色饮品和海南本土传统特色各式粗粮点心，通过科学合理的营养配搭，做好的原生态健康休闲饮品。在海南，一种淳朴、自然、悠闲的生活方式直逼心灵，一种安静的力量穿透人的灵魂；在椰语堂，一种甜蜜、美妙、健康的滋味直达心底，一种悠闲的感觉驻扎在身体之中,,False,1,110,15896,True,False
HiTea海茶(坡博店),164208068,奶茶/果汁,,0,,5,13,3.99,龙昆南路,5312,20.004071,110.337466,龙华区坡博路6号自游岛酒店428房,,,,3.9元新店特惠二选一，7.9元招牌三选一，7.9元招牌三选一，8.9元招牌柠檬三选一，9.9元〔海茶招牌〕海盐草莓，9.9元招牌特饮二选一，9.9元海盐葡萄，9.9元芒芒波波椰奶二选一，9.9元蜜桃多肉波波，9.9元续命维C鲜橙，9.9元暖冬，10.8元续命莓莓酸奶二选一，10.8元爆款五选一，11.8元盒子蛋糕3选1;16代20元;,周一至周日 09:00-01:00,18089853636,15891,,,False,1,187,15891,False,False
椰子印象椰子鸡(友谊阳光城店),163248690,海南菜,,0,,3.6,68,90,新友谊阳光城,5312,20.02339,110.324128,龙华区金龙路2号友谊阳光城6A层中庭,6A,,,4人餐258元，6人餐293元;90代100元;,周一至周日 11:00-22:00,0898-68521985,15869,,,False,0,87,15869,False,False
HiTea海茶(海彤路店),164250054,奶茶/果汁,,0,,4.9,13,3.99,海甸岛,5313,20.05252,110.354288,美兰区海甸二东路43号（与海彤路交叉处，中国民生银行旁边）,,,,3.9元新店特惠二选一，7.9元招牌三选一，7.9元招牌三选一，8.9元招牌柠檬三选一，9.9元〔海茶招牌〕海盐草莓，9.9元招牌特饮二选一，9.9元海盐葡萄，9.9元芒芒波波椰奶二选一，9.9元蜜桃多肉波波，9.9元续命维C鲜橙，9.9元暖冬，10.8元续命莓莓酸奶二选一，10.8元爆款五选一，11.8元盒子蛋糕3选1;16代20元;,周一至周日 09:00-01:00,18389245321,15849,,,False,1,183,15849,False,False
蓉都宽窄巷子火锅店,165162523,四川火锅,,0,,5,68,78,复兴城,5312,20.038619,110.318937,龙华区滨海大道32号复兴城D座（鼎品鲜后面）,,,,双人餐158元，4人餐268元，6人餐368元;78代100元，89代100元;,周一至周日 11:00-14:00 17:00-22:00,0898-66773151,15834,,,False,0,114,15834,False,False
